Категорія ;Назва об'єкта українською мовою;Код
Село;СМОЛЯНИНОВЕ;4423187101
Село;СПІВАКІВКА;4423187501
Село;ТРЬОХІЗБЕНКА;4423187701
Село;КРЯКІВКА;4423187702
Село;ОРІХОВЕ-ДОНЕЦЬКЕ;4423187703
Село;ЛОПАСКИНЕ;4423187704
Село;ЛОБАЧЕВЕ;4423187705
Село;ЧАБАНІВКА;4423188001
Село;ГАВРИЛІВКА;4423188002
Село;НИЖНІЙ СУХОДІЛ;4423188003
Село;ОЛЕКСАНДРІВКА;4423188004
Село;ПУРДІВКА;4423188005
Село;ШТОРМОВЕ;4423188501
Село;КОВПАКИ;4423188503
Село;ПЕРЕМОЖНЕ;4423188504
Село;ПЕТРЕНКОВЕ;4423188505
Село;ТРУДОВЕ;4423188506
СМТ;НОВОПСКОВ;4423355100
Село;ЗААЙДАРІВКА;4423355101
Село;ІКОВЕ;4423355102
Село;МАКАРТЕТИНЕ;4423355103
Село;ОСИНОВЕ;4423355104
Село;ТЕВ'ЯШЕВЕ;4423355105
Село;ХВОРОСТЯНЕ;4423355106
СМТ;БІЛОЛУЦЬК;4423355300
Село;КУБАНЬ;4423355301
Село;ГАНУСІВКА;4423380701
Село;ПАНТЮХИНЕ;4423380703
Село;СОЛОНЕ;4423380705
Село;ДОНЦІВКА;4423381101
Село;ЗАКОТНЕ;4423382001
Село;ЛИСОГОРІВКА;4423382002
Село;КАМ'ЯНКА;4423382501
Село;СТЕПНЕ;4423382502
Село;КОЗЛОВЕ;4423382801
Село;ЗАЛІСНЕ;4423382802
Село;ЛИТВИНОВЕ;4423382803
Село;СВІТЛЕ;4423382804
Село;ШАПРАН;4423382805
Село;МОЖНЯКІВКА;4423383201
Селище;ЗЕЛЕНИЙ ГАЙ;4423383202
Село;НОВОБІЛА;4423383501
Село;НОВОРОЗСОШ;4423384001
Село;ПАВЛЕНКОВЕ;4423385301
Село;ТРЕМБАЧЕВЕ;4423385302
Село;ПІСКИ;4423385901
Село;БУЛАВИНІВКА;4423385902
Село;РИБ'ЯНЦЕВЕ;4423386601
Село;ПИСАРІВКА;4423386602
Село;РОГОВЕ;4423387001
Село;ТАНЮШІВКА;4423388201
Село;БЕРЕЗІВКА;4423388202
Село;КОСТЯНТИНІВКА;4423388203
Село;ПЕЛАГІЇВКА;4423388204
Село;СИНЕЛЬНИКОВЕ;4423388205
Село;СОСНІВКА;4423388206
Місто;ПЕРЕВАЛЬСЬК;4423610100
Місто;КИПУЧЕ;4423610300
Місто;ЗОРИНСЬК;4423610600
СМТ;БАЙРАЧКИ;4423655300
СМТ;БУГАЇВКА;4423655500
Село;ГОРОДНЄ;4423655501
Село;МАЛОКОСТЯНТИНІВКА;4423655502
Село;ТРОЇЦЬКЕ;4423655503
СМТ;ГОРОДИЩЕ;4423655800
СМТ;КОМІСАРІВКА;4423656100
Селище;БОРЖИКІВКА;4423656101
Село;ВЕРГУЛІВКА;4423656102
Селище;ДЕПРЕРАДІВКА;4423656103
СМТ;МИХАЙЛІВКА;4423656400
Селище;КАРПАТИ;4423656401
СМТ;СЕЛЕЗНІВКА;4423656700
Селище;СЕЛЕЗНІВСЬКЕ;4423656701
Село;УТКИНЕ;4423656703
СМТ;ФАЩІВКА;4423657100
СМТ;ЦЕНТРАЛЬНИЙ;4423657300
Селище;СОФІЇВКА;4423657301
СМТ;ЯЩИКОВЕ;4423657700
Село;АДРІАНОПІЛЬ;4423681101
Село;ТІМІРЯЗЄВЕ;4423681103
Село;МАЛОІВАНІВКА;4423682201
Село;ЧОРНОГОРІВКА;4423682202
Село;НОВОСЕЛІВКА;4423682203
Село;ПЕТРІВКА;4423683301
Село;КАМ'ЯНКА;4423683302
Селище;СТАРЕ;4423684401
Село;ВЕСЕЛОГОРІВКА;4423684402
Село;НАДАРІВКА;4423684403
Селище;НОВИЙ;4423684404
Село;ОЛЕНІВКА;4423684405
Село;ПОЛЬОВЕ;4423684406
Село;СТЕПАНІВКА;4423684407
Місто;ПОПАСНА;4423810100
Місто;ГІРСЬКЕ;4423810500
Місто;ЗОЛОТЕ;4423810800
СМТ;БІЛОГОРІВКА;4423855300
Село;ВЕРХНЬОКАМ'ЯНКА;4423855301
Село;ЗОЛОТАРІВКА;4423855302
Село;ШИПИЛІВКА;4423855303
СМТ;ВОВЧОЯРІВКА;4423855900
СМТ;ВРУБІВКА;4423856200
Селище;МИКОЛАЇВКА;4423856201
Село;НОВОІВАНІВКА;4423856202
СМТ;КАЛИНОВЕ;4423856500
Село;КАЛИНОВЕ-БОРЩУВАТЕ;4423856501
СМТ;КОМИШУВАХА;4423856900
Село;ВИСКРИВА;4423856901
Село;ВІКТОРІВКА;4423856902
Селище;ГЛИНОКАР'ЄР;4423856903
Селище;ДРУЖБА;4423856904
Селище;НИРКОВЕ;4423856905
Село;ОЛЕКСАНДРОПІЛЛЯ;4423856906
СМТ;МАЛОРЯЗАНЦЕВЕ;4423857200
Селище;ЛИСИЧАНСЬКИЙ;4423857201
Селище;ТОПОЛІВКА;4423857202
СМТ;МИРНА ДОЛИНА;4423857500
Село;БІЛА ГОРА;4423857501
Селище;ЛОСКУТІВКА;4423857502
Селище;ПІДЛІСНЕ;4423857503
Село;РАЙ-ОЛЕКСАНДРІВКА;4423857504
Село;УСТИНІВКА;4423857505
СМТ;НИЖНЄ;4423857700
СМТ;НОВОТОШКІВСЬКЕ;4423857900
Село;ЖОЛОБОК;4423857902
СМТ;ТОШКІВКА;4423858200
СМТ;ЧОРНУХИНЕ;4423858500
Селище;КРУГЛИК;4423858501
Селище;МІУС;4423858502
Село;БЕРЕЗІВСЬКЕ;4423881101
Село;КАТЕРИНІВКА;4423881102
Селище;МОЛОДІЖНЕ;4423881103
Селище;ГОЛУБІВСЬКЕ;4423881501
Село;ОРІХОВЕ;4423881502
Село;ТРОЇЦЬКЕ;4423885201
Село;НОВОЗВАНІВКА;4423885202
Село;НОВООЛЕКСАНДРІВКА;4423885203
Місто;СВАТОВЕ;4424010100
Село;ДАЧНЕ;4424010101
Село;ЗМІЇВКА;4424010102
Селище;СОСНОВИЙ;4424010103
СМТ;НИЖНЯ ДУВАНКА;4424055400
Село;КУЛИКІВКА;4424055401
Село;НОВОНИКАНОРІВКА;4424055402
Село;ОЛЕКСАНДРІВКА;4424055403
Село;ВЕСТАТІВКА;4424055404
Село;ТВЕРДОХЛІБОВЕ;4424055405
Село;ВЕРХНЯ ДУВАНКА;4424080501
Село;ЛЕБЕДІВКА;4424080503
Село;ПОЛТАВА;4424080504
Село;ЯБЛУНІВКА;4424080506
Село;ГОНЧАРІВКА;4424081001
Село;ХОМІВКА;4424081002
Село;КОВАЛІВКА;4424081501
Село;КАРМАЗИНІВКА;4424081502
Село;НЕЖУРИНЕ;4424081503
Село;ПОПІВКА;4424081507
Село;КОЛОМИЙЧИХА;4424082001
Село;НАДІЯ;4424082002
Село;НОВОЄГОРІВКА;4424082003
Село;НОВОЄГОРІВКА;4424082004
Село;ДЖЕРЕЛЬНЕ;4424082005
Село;ПАТАЛАХІВКА;4424082006
Село;РАЙГОРОДКА;4424082007
Село;СЕРГІЇВКА;4424082008
Село;КРУГЛЕ;4424082201
Село;КУЗЕМІВКА;4424082501
Село;ВОЛОДИМИРІВКА;4424082502
Село;СТОРОЖІВКА;4424082503
Село;КРИВОШИЇВКА;4424082504
Селище;НОВОСЕЛІВСЬКЕ;4424082505
Село;ПІДКУЙЧАНСЬК;4424082506
Село;МАНЬКІВКА;4424083001
Село;НОВОПРЕОБРАЖЕННЕ;4424083002
Село;ПАВЛІВКА;4424083003
Село;МІЛУВАТКА;4424083501
Село;МІСТКИ;4424084001
Село;БАРИКИНЕ;4424084002
Село;ІВАНІВКА;4424084003
Село;ЧЕПИГІВКА;4424084004
Село;ОБОРОТНІВКА;4424084501
Село;НАУГОЛЬНЕ;4424084502
Село;ПИЛИПІВКА;4424084503
Село;СОФІЇВКА;4424084504
Село;ТРАВНЕВЕ;4424085001
Село;КОРЖОВЕ;4424085501
Селище;ЗАХІДНИЙ;4424085502
Селище;ЛАГІДНЕ;4424085503
Село;ПРОМІНЬ;4424085504
Село;ПРЕОБРАЖЕННЕ;4424086001
Село;РУДІВКА;4424087001
Село;АНДРІЇВКА;4424087002
Село;СВИСТУНІВКА;4424087501
Село;СТЕЛЬМАХІВКА;4424087801
Село;М'ЯСОЖАРІВКА;4424087803
Село;АНДРІЇВКА;4424087807
СМТ;КРИНИЧНЕ;4424255300
Селище;БРАТСЬКЕ;4424255301
Селище;ДОВЖАНСЬКЕ;4424255302
Село;ОЛЕКСАНДРІВКА;4424281101
Село;АНАНЬЇВКА;4424281102
Село;ПАНЧЕНКОВЕ;4424281103
Село;ДАР'ЇНО-ЄРМАКІВКА;4424283301
Село;АСТАХОВЕ;4424283302
Село;КАРПОВЕ-КРІПЕНСЬКЕ;4424283303
Село;МАТВІЇВКА;4424284401
Село;АНТРАКОП;4424284402
Селище;ІВАЩЕНКО;4424284403
Село;РИТИКОВЕ;4424284404
Село;УТКИНЕ;4424284405
Село;МЕДВЕЖАНКА;4424285501
Село;КУРЯЧЕ;4424285502
Село;МИКОЛАЇВКА;4424285503
Село;НАГІРНЕ;4424285504
Село;НОВОБОРОВИЦІ;4424286601
Село;ВЕРХНЬОТУЗЛОВЕ;4424286602
Село;ДАР'ЇВКА;4424286603
Село;ЗЕЛЕНОПІЛЛЯ;4424286604
Село;ЛЮБИМЕ;4424286605
Село;МАР'ЇВКА;4424286606
Село;ПРОВАЛЛЯ;4424287701
Село;БОБРИКІВКА;4424287702
Село;ЗИМІВНИКИ;4424287703
Село;МАЯК;4424287704
Село;ЧЕРЕМШИНЕ;4424287705
Село;КАЛИННИК;4424287706
Місто;ЗИМОГІР'Я;4424510300
СМТ;СЛОВ'ЯНОСЕРБСЬК;4424555100
Село;ДОВГЕ;4424555101
Село;ЗНАМ'ЯНКА;4424555102
Село;КРАСНИЙ ЛИМАН;4424555103
Село;ПРИШИБ;4424555105
СМТ;ЛОЗІВСЬКИЙ;4424555400
Селище;КРИВОРІЖЖЯ;4424555401
СМТ;ІВАНІВСЬКЕ;4424555600
СМТ;РОДАКОВЕ;4424555900
Село;ГОВОРУХА;4424555901
Село;ЗАМОСТЯ;4424555902
Село;МАМУШЕВЕ;4424555903
Село;НОВОДАЧНЕ;4424555904
Село;СУХОДІЛ;4424555905
СМТ;СЕНТЯНІВКА;4424556200
Село;ДАЧНЕ;4424556201
Село;ВЕСЕЛА ГОРА;4424581101
Село;ОБОЗНЕ;4424581105
Село;ПАНЬКІВКА;4424581106
Село;ПРИВІТНЕ;4424581107
Село;СВІТЛЕ;4424581109
Село;ХРИСТОВЕ;4424581111
Село;ЦВІТНІ ПІСКИ;4424581112
Село;ВЕСНЯНЕ;4424581401
Село;БЕРДЯНКА;4424581402
Село;БОГДАНІВКА;4424581403
Село;ЗАРІЧНЕ;4424581404
Село;ЧЕРВОНИЙ ЛИМАН;4424581409
Село;ЖОВТЕ;4424582201
Село;КРУТА ГОРА;4424582202
Село;НОВОСЕЛІВКА;4424582206
Село;САБІВКА;4424582208
Селище;МЕТАЛІСТ;4424583901
Село;ЗЕМЛЯНЕ;4424583902
Село;ЛИМАН;4424583903
Село;РАЇВКА;4424583908
Село;СТУКАЛОВА БАЛКА;4424583910
Село;ШИШКОВЕ;4424583913
Село;СТЕПОВЕ;4424584001
Село;НОВОГРИГОРІВКА;4424584002
Село;СМІЛЕ;4424584301
Село;ХОРОШЕ;4424585501
Село;ПАХАЛІВКА;4424585506
Село;ПЕТРОВЕНЬКИ;4424585507
Селище;ЯСНОДОЛЬСЬК;4424585511
СМТ;СТАНИЦЯ ЛУГАНСЬКА;4424855100
СМТ;ПЕТРОПАВЛІВКА;4424855400
Село;ВОЙТОВЕ;4424855401
Село;ВАЛУЙСЬКЕ;4424880501
Село;БОЛОТЕНЕ;4424880502
Селище;ВІЛЬХОВЕ;4424880503
Село;МАКАРОВЕ;4424880504
Село;СИЗЕ;4424880505
Село;ВЕЛИКА ЧЕРНІГІВКА;4424881001
Село;ВЕРХНЬОБОГДАНІВКА;4424881501
Село;ГАРАСИМІВКА;4424882001
Село;КОМИШНЕ;4424882501
Село;КОЛЕСНИКІВКА;4424882502
Село;ЮГАНІВКА;4424882503
Село;КРАСНА ТАЛІВКА;4424883001
Село;КРАСНИЙ ДЕРКУЛ;4424883003
Село;НИЖНЬОТЕПЛЕ;4424883501
Село;АРТЕМА;4424883502
Село;ПІЩАНЕ;4424883503
Село;СЕРЕДНЬОТЕПЛЕ;4424883504
Село;МИКОЛАЇВКА;4424884001
Село;БУРЧАК-МИХАЙЛІВКА;4424884002
Село;ЛОБАЧЕВЕ;4424884003
Село;СУХОДІЛ;4424884004
Село;НИЖНЯ ВІЛЬХОВА;4424884501
Село;ВЕРХНЯ ВІЛЬХОВА;4424884502
Село;МАЛИНОВЕ;4424884503
Село;ПЛОТИНА;4424884504
Село;ПШЕНИЧНЕ;4424884505
Село;ПЕРЕДІЛЬСЬКЕ;4424885001
Село;ГЕЇВКА;4424885002
Село;СТАРИЙ АЙДАР;4424885003
Селище;РОЗКВІТ;4424885101
Селище;ТАЛОВЕ;4424885301
Село;БЛАГОВІЩЕНКА;4424885303
Село;ТЕПЛЕ;4424885501
Село;ВЕРХНІЙ МІНЧЕНОК;4424885502
Село;КРЕПИ;4424885503
Село;НИЖНІЙ МІНЧЕНОК;4424885504
Село;СОТЕННЕ;4424886001
Село;МИХАЙЛІВКА;4424886002
Село;ЧУГИНКА;4424886501
Село;ВІЛЬНЕ;4424886502
Село;ДЕРКУЛЬСЬКЕ;4424886503
Село;ЗОЛОТАРІВКА;4424886504
Село;ОЛЕКСАНДРІВКА;4424886505
Селище;ШИРОКИЙ;4424887001
Селище;КОЗАЧИЙ;4424887002
Селище;СТЕПОВЕ;4424887004
Місто;СТАРОБІЛЬСЬК;4425110100
Село;ВЕСЕЛЕ;4425180301
Село;ПЕТРІВСЬКЕ;4425180302
Село;РОЗДОЛЬНЕ;4425180303
Село;ТАРАБАНИ;4425180304
Село;АНТОНІВКА;4425180305
Село;БЕРЕЗОВЕ;4425180306
Село;БОНДАРЕВЕ;4425180307
Село;ЗАХІДНЕ;4425180308
Село;КАРАЯШНИК;4425180309
Село;ЛОЗОВЕ;4425180310
Село;САДКИ;4425180311
Село;КАЛМИКІВКА;4425181001
Село;КРИНИЧКИ;4425181002
Село;ЛЕВАДНЕ;4425181003
Село;НОВОДОНБАСЬКЕ;4425181004
Село;КУРЯЧІВКА;4425181701
Село;ГАННІВКА;4425181702
Село;ДУБОВІВКА;4425181703
Село;ЛИМАН;4425182001
Село;БАЛАКИРІВКА;4425182002
Село;БУТКІВКА;4425182003
Село;ПРОЇЖДЖЕ;4425182004
Село;ПРОКАЗИНЕ;4425182005
Село;НИЖНЬОПОКРОВКА;4425182501
Село;МАРИНІВКА;4425182502
Село;СУХАНІВКА;4425182503
Село;НОВОБОРОВЕ;4425183001
Село;ПІДГОРІВКА;4425184001
Село;ВЕРХНЯ ПОКРОВКА;4425184002
Село;ПОЛОВИНКИНЕ;4425184501
Село;СВІТЛЕ;4425185001
Село;ДЖЕМІЛЬНЕ;4425185002
Село;ЄГОРІВКА;4425185003
Село;ТИТАРІВКА;4425185501
Село;НОВОСЕЛІВКА;4425185502
Село;ЧМИРІВКА;4425186501
Село;ЗАПОРІЗЬКЕ;4425186502
Село;БУТОВЕ;4425186503
Село;ВИШНЕВЕ;4425186504
Селище;СТЕПОВЕ;4425186505
Село;НОВООМЕЛЬКОВЕ;4425186506
Село;ОРІХОВЕ;4425186507
Село;ПІЩАНЕ;4425186508
Село;ШПОТИНЕ;4425187001
Село;СЕНЬКОВЕ;4425187002
Село;ТЕЦЬКЕ;4425187003
Село;ШУЛЬГИНКА;4425187501
Село;ОМЕЛЬКОВЕ;4425187502
Село;БАЙДІВКА;4425187503
Село;ВАЛУЙКИ;4425187504
Село;КАМ'ЯНКА;4425187505
Село;ЛОЗОВІВКА;4425187506
Село;ЛОЗУВАТКА;4425187507
Село;МАЛОХАТКА;4425187508
Село;НОВОАСТРАХАНСЬКЕ;4425187509
Село;ОРЛІВКА;4425187510
Село;ФЕДЧИНЕ;4425187511
Село;ХВОРОСТЯНІВКА;4425187512
СМТ;ТРОЇЦЬКЕ;4425455100
Село;АНОШКИНЕ;4425455101
Село;АРАПІВКА;4425455102
Село;БАБИЧЕВЕ;4425455103
Село;БАГАЧКА;4425455104
Село;БАРАНИЧЕВЕ;4425455105
Село;ВИСОКЕ;4425455106
Село;ВОЄВОДСЬКЕ;4425455107
Село;ГЛОТІВКА;4425455108
Село;ДЕМИНО-ОЛЕКСАНДРІВКА;4425455109
Село;ДЖЕРЕЛЬНЕ;4425455110
Село;ЖОВТНЕВЕ;4425455111
Село;ЗАГІР'Я;4425455112
Село;ЗАЙЦЕВЕ;4425455113
Село;ІЛЛІНКА;4425455114
Село;КАРАЇЧНЕ;4425455115
Село;КАШКАРНЕ;4425455116
Село;КЛИНУВАТКА;4425455117
Село;КОЗАРИК;4425455118
Село;КОЧЕНОВЕ;4425455119
Село;КОШЕЛІВКА;4425455120
Село;ЛАНТРАТІВКА;4425455121
Село;МАКСИМІВКА;4425455122
Село;МАСЛІВКА;4425455123
Село;НОВОЗНАМ'ЯНКА;4425455124
Село;НОВООЛЕКСАНДРІВКА;4425455125
Село;ОЗЕРО;4425455126
Село;ПОЛТАВСЬКЕ;4425455127
Село;РОДНИЧКИ;4425455128
Село;РОЗПАСІЇВКА;4425455129
Село;РОЗСИПНЕ;4425455130
Село;СИРОТИНЕ;4425455131
Село;СОЛОНЦІ;4425455132
Село;СУДЬБИНКА;4425455133
Село;ТОПОЛІ;4425455134
Село;ФЕДОСІЇВКА;4425455135
Село;ЦАРІВКА;4425455136
Село;ШАТКІВКА;4425455137
Село;ЯМИ;4425455138
Село;НОВОЧЕРВОНЕ;4425483501
Село;ПОКРОВСЬКЕ;4425484501
Село;БОГОРОДИЦЬКЕ;4425484502
Село;ДАВИДІВКА;4425484503
Село;ПРИВІЛЛЯ;4425485001
Село;БЕРЕЗІВКА;4425485002
Село;ВІЛЬШАНИ;4425485003
Село;ГОЛОВКОВЕ;4425485004
Село;ЧАПЛІЇВКА;4425485006
Село;ЛУГОВЕ;4425485007
Село;ШАХОВЕ;4425485008
Село;ДУВАНКА;4425485009
Село;МАСЛАКОВЕ;4425485010
Село;ТРУДРОДИТЕЛЬСЬКЕ;4425485011
Село;ВІВЧАРОВЕ;4425485012
Село;ТАРАСІВКА;4425486501
Село;ТИМОНОВЕ;4425487001
Село;КРАСНОГРИГОРІВКА;4425487002
Село;МАЛООЛЕКСАНДРІВКА;4425487003
Село;МИХАЙЛІВКА;4425487004
Місто;ВИННИКИ;4610160300
СМТ;РУДНЕ;4610165500
СМТ;БРЮХОВИЧІ;4610166300
Місто;БОРИСЛАВ;4610300000
СМТ;СХІДНИЦЯ;4610345400
Місто;ДРОГОБИЧ;4610600000
Місто;СТЕБНИК;4610670500
Місто;МОРШИН;4610700000
Місто;НОВИЙ РОЗДІЛ;4610800000
Місто;САМБІР;4610900000
Місто;СТРИЙ;4611200000
Місто;ТРУСКАВЕЦЬ;4611500000
Місто;ЧЕРВОНОГРАД;4611800000
СМТ;ГІРНИК;4611845300
Місто;БРОДИ;4620310100
СМТ;ПІДКАМІНЬ;4620355400
Село;ПАНЬКІВЦІ;4620355401
Село;СТРИХАЛЮКИ;4620355402
Село;ЯБЛУНІВКА;4620355403
Село;БАТЬКІВ;4620380401
Село;ЗВИЖЕНЬ;4620380402
Село;ЛУКАВЕЦЬ;4620380403
Село;МЕЖИГОРИ;4620380404
Село;ВЕРБІВЧИК;4620380701
Село;ОРИХІВЧИК;4620380703
